%eval_id interface v0             fvimm          r0             b              nata           tc             n0             ERROR_TOT      
1        NO_ID      0.95           0.55           6.5            0.1025         0.175          29.5           22             19.560683      
2        NO_ID      1.45           0.55           6.5            0.1025         0.175          29.5           22             42.736227      
3        NO_ID      0.45           0.55           6.5            0.1025         0.175          29.5           22             16.826046      
4        NO_ID      0.45           0.85           6.5            0.1025         0.175          29.5           22             13.937387      
5        NO_ID      0.45           0.25           6.5            0.1025         0.175          29.5           22             12.8556        
6        NO_ID      0.45           0.25           10.16666667    0.1025         0.175          29.5           22             15.345524      
7        NO_ID      0.45           0.25           2.833333333    0.1025         0.175          29.5           22             16.423001      
8        NO_ID      0.95           0.55           6.5            0.1675         0.175          29.5           22             11.865674      
9        NO_ID      0.95           0.55           6.5            0.0375         0.175          29.5           22             165.206522     
10       NO_ID      0.95           0.55           6.5            0.1675         0.225          29.5           22             14.609277      
11       NO_ID      0.95           0.55           6.5            0.1675         0.125          29.5           22             12.688321      
12       NO_ID      1.45           0.55           6.5            0.1025         0.175          39.83333333    22             56.903624      
13       NO_ID      1.45           0.55           6.5            0.1025         0.175          19.16666667    22             31.455853      
14       NO_ID      0.45           0.25           6.5            0.1025         0.175          29.5           26             10.923359      
15       NO_ID      0.45           0.25           6.5            0.1025         0.175          29.5           18             16.171045      
16       NO_ID      1.616666667    0.55           6.5            0.1025         0.175          19.16666667    22             40.205623      
17       NO_ID      1.283333333    0.55           6.5            0.1025         0.175          19.16666667    22             25.273086      
18       NO_ID      0.45           0.25           6.5            0.1675         0.175          29.5           26             12.435149      
19       NO_ID      0.45           0.25           6.5            0.0375         0.175          29.5           26             10.417047      
20       NO_ID      0.45           0.25           10.16666667    0.1025         0.225          29.5           22             14.855342      
21       NO_ID      0.45           0.25           10.16666667    0.1025         0.125          29.5           22             16.166147      
22       NO_ID      1.283333333    0.85           6.5            0.1025         0.175          19.16666667    22             63.350639      
23       NO_ID      1.283333333    0.25           6.5            0.1025         0.175          19.16666667    22             6.717205       
24       NO_ID      1.45           0.55           10.16666667    0.1025         0.175          29.5           22             45.715632      
25       NO_ID      1.45           0.55           2.833333333    0.1025         0.175          29.5           22             49.953222      
26       NO_ID      1.283333333    0.25           6.5            0.1025         0.175          19.16666667    26             8.240488       
27       NO_ID      1.283333333    0.25           6.5            0.1025         0.175          19.16666667    18             7.832005       
28       NO_ID      1.505555556    0.55           6.5            0.1025         0.175          19.16666667    22             34.060434      
29       NO_ID      1.394444444    0.55           6.5            0.1025         0.175          19.16666667    22             28.973127      
30       NO_ID      1.45           0.85           6.5            0.1025         0.175          39.83333333    22             118.930575     
31       NO_ID      1.45           0.25           6.5            0.1025         0.175          39.83333333    22             17.126606      
32       NO_ID      1.283333333    0.25           10.16666667    0.1025         0.175          19.16666667    22             19.033717      
33       NO_ID      1.283333333    0.25           2.833333333    0.1025         0.175          19.16666667    22             15.045449      
34       NO_ID      0.45           0.85           6.5            0.1025         0.175          39.83333333    22             13.808267      
35       NO_ID      0.45           0.85           6.5            0.1025         0.175          19.16666667    22             14.034271      
36       NO_ID      1.283333333    0.25           6.5            0.1675         0.175          19.16666667    22             8.744271       
37       NO_ID      1.283333333    0.25           6.5            0.0375         0.175          19.16666667    22             12.635066      
38       NO_ID      1.283333333    0.25           6.5            0.1025         0.225          19.16666667    18             6.359015       
39       NO_ID      1.283333333    0.25           6.5            0.1025         0.125          19.16666667    18             11.914078      
40       NO_ID      0.45           0.55           6.5            0.1025         0.175          39.83333333    22             15.106907      
41       NO_ID      0.45           0.55           6.5            0.1025         0.175          19.16666667    22             17.245146      
42       NO_ID      1.338888889    0.25           6.5            0.1025         0.225          19.16666667    18             6.673165       
43       NO_ID      1.227777778    0.25           6.5            0.1025         0.225          19.16666667    18             6.279071       
44       NO_ID      1.283333333    0.25           10.16666667    0.1025         0.175          19.16666667    26             26.819734      
45       NO_ID      1.283333333    0.25           2.833333333    0.1025         0.175          19.16666667    26             15.834257      
46       NO_ID      0.95           0.55           6.5            0.1025         0.175          29.5           26             29.345239      
47       NO_ID      0.95           0.55           6.5            0.1025         0.175          29.5           18             13.019024      
48       NO_ID      1.227777778    0.25           6.5            0.1675         0.225          19.16666667    18             8.555117       
49       NO_ID      1.227777778    0.25           6.5            0.0375         0.225          19.16666667    18             16.134301      
50       NO_ID      0.95           0.85           6.5            0.1025         0.175          29.5           18             15.751494      
51       NO_ID      0.95           0.25           6.5            0.1025         0.175          29.5           18             5.503467       
52       NO_ID      1.394444444    0.55           6.5            0.1025         0.225          19.16666667    22             75.574697      
53       NO_ID      1.394444444    0.55           6.5            0.1025         0.125          19.16666667    22             17.059059      
54       NO_ID      1.616666667    0.55           6.5            0.1025         0.175          19.16666667    26             63.318602      
55       NO_ID      1.616666667    0.55           6.5            0.1025         0.175          19.16666667    18             23.027526      
56       NO_ID      0.95           0.55           6.5            0.0375         0.175          39.83333333    22             211.770504     
57       NO_ID      0.95           0.55           6.5            0.0375         0.175          19.16666667    22             115.306556     
58       NO_ID      1.116666667    0.25           6.5            0.1025         0.175          29.5           18             4.399594       
59       NO_ID      0.7833333333   0.25           6.5            0.1025         0.175          29.5           18             7.748385       
60       NO_ID      0.45           0.25           2.833333333    0.1675         0.175          29.5           22             16.529539      
61       NO_ID      0.45           0.25           2.833333333    0.0375         0.175          29.5           22             18.300119      
62       NO_ID      1.45           0.85           6.5            0.1025         0.175          19.16666667    22             95.933147      
63       NO_ID      1.45           0.25           6.5            0.1025         0.175          19.16666667    22             7.227145       
64       NO_ID      1.116666667    0.25           10.16666667    0.1025         0.175          29.5           18             12.197077      
65       NO_ID      1.116666667    0.25           2.833333333    0.1025         0.175          29.5           18             7.821577       
66       NO_ID      1.45           0.25           6.5            0.1025         0.225          19.16666667    22             14.560757      
67       NO_ID      1.45           0.25           6.5            0.1025         0.125          19.16666667    22             8.372303       
68       NO_ID      1.505555556    0.55           6.5            0.1025         0.175          19.16666667    26             53.202292      
69       NO_ID      1.505555556    0.55           6.5            0.1025         0.175          19.16666667    18             19.573411      
70       NO_ID      1.116666667    0.25           6.5            0.1025         0.175          39.83333333    18             4.05877        
71       NO_ID      1.116666667    0.25           6.5            0.1025         0.175          19.16666667    18             9.297904       
72       NO_ID      1.005555556    0.25           6.5            0.1025         0.175          29.5           18             4.998024       
73       NO_ID      0.8944444444   0.25           6.5            0.1025         0.175          29.5           18             6.095096       
74       NO_ID      0.95           0.85           6.5            0.1025         0.175          29.5           22             26.064005      
75       NO_ID      0.95           0.25           6.5            0.1025         0.175          29.5           22             5.016991       
76       NO_ID      1.116666667    0.25           6.5            0.1025         0.225          39.83333333    18             11.572413      
77       NO_ID      1.116666667    0.25           6.5            0.1025         0.125          39.83333333    18             6.412263       
78       NO_ID      0.95           0.25           10.16666667    0.1025         0.175          29.5           22             15.575491      
79       NO_ID      0.95           0.25           2.833333333    0.1025         0.175          29.5           22             8.843669       
80       NO_ID      1.505555556    0.55           6.5            0.1675         0.175          19.16666667    18             10.407119      
81       NO_ID      1.505555556    0.55           6.5            0.0375         0.175          19.16666667    18             280.16156      
82       NO_ID      0.95           0.55           6.5            0.1025         0.175          39.83333333    26             32.270295      
83       NO_ID      0.95           0.55           6.5            0.1025         0.175          19.16666667    26             27.103087      
84       NO_ID      1.116666667    0.25           6.5            0.1025         0.175          39.83333333    19.33333333    4.623216       
85       NO_ID      1.116666667    0.25           6.5            0.1025         0.175          39.83333333    16.66666667    3.617643       
86       NO_ID      1.172222222    0.25           6.5            0.1025         0.175          29.5           18             4.331596       
87       NO_ID      1.061111111    0.25           6.5            0.1025         0.175          29.5           18             4.661344       
88       NO_ID      1.005555556    0.25           10.16666667    0.1025         0.175          29.5           18             11.953783      
89       NO_ID      1.005555556    0.25           2.833333333    0.1025         0.175          29.5           18             8.418653       
90       NO_ID      0.95           0.85           6.5            0.1675         0.175          29.5           22             15.826087      
91       NO_ID      0.95           0.25           6.5            0.1675         0.175          29.5           22             6.942175       
92       NO_ID      1.116666667    0.25           6.5            0.1241666667   0.175          39.83333333    16.66666667    4.331588       
93       NO_ID      1.116666667    0.25           6.5            0.08083333333  0.175          39.83333333    16.66666667    4.692553       
94       NO_ID      1.172222222    0.25           6.5            0.1025         0.225          29.5           18             7.167562       
95       NO_ID      1.172222222    0.25           6.5            0.1025         0.125          29.5           18             7.689461       
96       NO_ID      0.95           0.25           6.5            0.1025         0.175          39.83333333    22             5.431581       
97       NO_ID      0.95           0.25           6.5            0.1025         0.175          19.16666667    22             8.27749        
98       NO_ID      0.9685185185   0.25           6.5            0.1025         0.175          29.5           18             5.309467       
99       NO_ID      0.9314814815   0.25           6.5            0.1025         0.175          29.5           18             5.701162       
100      NO_ID      0.95           0.55           6.5            0.1675         0.125          29.5           26             14.679776      
101      NO_ID      0.95           0.55           6.5            0.1675         0.125          29.5           18             12.919771      
102      NO_ID      1.116666667    0.35           6.5            0.1025         0.175          39.83333333    16.66666667    10.901284      
103      NO_ID      1.116666667    0.15           6.5            0.1025         0.175          39.83333333    16.66666667    2.800969       
104      NO_ID      1.116666667    0.25           6.5            0.1025         0.225          29.5           18             6.054117       
105      NO_ID      1.116666667    0.25           6.5            0.1025         0.125          29.5           18             8.075292       
106      NO_ID      0.9685185185   0.25           10.16666667    0.1025         0.175          29.5           18             12.116294      
107      NO_ID      0.9685185185   0.25           2.833333333    0.1025         0.175          29.5           18             8.656653       
108      NO_ID      0.45           0.85           6.5            0.1675         0.175          39.83333333    22             13.969788      
109      NO_ID      0.45           0.85           6.5            0.0375         0.175          39.83333333    22             25.558779      
110      NO_ID      1.116666667    0.15           6.5            0.1025         0.175          43.27777778    16.66666667    3.304687       
