2.413468, 0.611683, 1.072043, 1.109198, 0.885363, 3.910514, 5.480072
3.830445, 1.016594, 1.243557, 5.472292, 1.877297, 6.724335, 12.423590
0.554740, 0.389393, 0.705140, 3.366830, 0.450095, 1.394228, 5.076805
1.653505, 5.164222, 3.056806, 4.026235, 1.886904, 8.704631, 10.623449
0.559541, 2.622241, 1.270419, 2.621941, 2.960301, 6.142084, 7.412202
3.085008, 0.112959, 0.142281, 0.424963, 1.143604, 4.341571, 4.795856
0.190284, 0.269850, 0.552299, 0.424985, 1.313729, 1.773864, 2.481297
11.582521, 13.034161, 0.301727, 35.186208, 4.121266, 28.737947, 51.191722
0.287480, 2.978165, 2.366606, 1.718939, 0.980795, 4.246439, 5.353819
0.096529, 0.788479, 0.686280, 0.473700, 1.770789, 2.655797, 3.027299
0.847642, 0.445715, 0.452031, 0.465047, 1.834654, 3.128012, 3.599376
0.099096, 0.332579, 0.596524, 0.505545, 1.577229, 2.008904, 2.778394
1.116619, 4.116781, 2.347394, 3.536144, 2.932526, 8.165926, 9.932683
0.430299, 0.144782, 0.436433, 0.365620, 1.137447, 1.712528, 2.369799
0.126568, 0.464817, 0.953470, 0.053915, 1.752916, 2.344302, 2.886869
2.242238, 0.731410, 1.292464, 0.684243, 0.837940, 3.811589, 5.056885
1.997889, 0.552747, 1.146400, 1.728365, 0.582926, 3.133562, 5.455581
0.419858, 2.051164, 0.150215, 6.062739, 1.306434, 3.777456, 7.939246
0.999736, 0.694717, 1.610322, 1.377533, 0.929408, 2.623861, 4.916999
2.396841, 5.654811, 0.382347, 11.704697, 1.320001, 9.371654, 15.803886
0.251742, 0.145337, 0.232541, 0.357704, 1.895300, 2.292380, 2.737287
0.740723, 0.657413, 1.447193, 1.657570, 0.468533, 1.866669, 4.314019
1.372306, 0.604571, 1.515759, 2.477222, 0.916108, 2.892985, 6.281394
0.312411, 2.869154, 2.127952, 1.786796, 1.791326, 4.972890, 6.018484
0.075609, 0.465779, 1.348930, 0.070693, 1.107075, 1.648463, 2.602307
0.935566, 1.100188, 0.722078, 0.905187, 2.731123, 4.766877, 5.293955
0.972491, 0.251162, 1.710326, 1.198559, 1.172480, 2.396132, 5.053856
1.904157, 0.036068, 0.291013, 0.243661, 0.977109, 2.917335, 3.415940
0.479980, 1.097634, 0.409519, 3.558933, 1.631742, 3.209356, 6.080174
0.174303, 0.757992, 1.369265, 1.898975, 0.593810, 1.526105, 4.036352
1.086066, 1.323596, 0.962977, 0.839063, 0.845369, 3.255031, 3.733475
0.896558, 0.122925, 0.060586, 0.638840, 1.055204, 2.074687, 2.651188
0.050397, 0.730281, 1.210705, 0.148652, 1.581630, 2.362308, 2.991385
0.112279, 0.188243, 0.245717, 0.067725, 2.269988, 2.570510, 2.695709
0.325233, 0.229541, 0.256400, 0.599487, 1.685170, 2.239944, 2.866289
0.659945, 1.183927, 1.276902, 0.519993, 0.790529, 2.634401, 3.247369
13.286068, 3.405499, 0.682170, 11.244645, 3.030852, 19.722419, 28.243735
0.303630, 0.566248, 0.465744, 0.381400, 1.456194, 2.326071, 2.606968
0.079063, 1.769871, 2.417815, 0.594366, 0.423456, 2.272389, 3.514700
0.205140, 0.487209, 1.168998, 0.098425, 1.458906, 2.151255, 2.931468
8.221509, 11.594555, 0.358217, 41.174272, 6.946332, 26.762395, 56.700330
0.392197, 0.666916, 1.575520, 2.554115, 0.377558, 1.436670, 4.899389
1.496272, 0.093538, 0.144912, 0.822047, 0.665623, 2.255433, 3.128855
0.141109, 0.609332, 0.588262, 0.335446, 1.832710, 2.583150, 2.897526
1.429976, 0.071739, 1.416188, 0.740621, 0.570271, 2.071986, 4.157056
0.251758, 3.691894, 1.814883, 3.357786, 2.406773, 6.350425, 7.831199
0.514780, 1.174108, 1.038788, 0.675457, 0.902712, 2.591600, 3.131737
1.589282, 2.503727, 1.513309, 2.101117, 2.959481, 7.052490, 8.163190
7.328520, 2.020728, 0.740045, 8.970841, 3.688577, 13.037825, 20.727983
1.374707, 0.248348, 0.590511, 1.160878, 0.878147, 2.501202, 4.004242
0.130563, 0.664417, 1.215312, 0.138944, 0.727525, 1.522506, 2.212345
3.812637, 0.434322, 0.750085, 1.479433, 0.274882, 4.521841, 6.317037
1.694658, 2.208752, 1.640520, 1.595871, 2.977625, 6.881034, 7.908674
0.261931, 0.985477, 1.781452, 0.801423, 0.891560, 2.138968, 3.736366
11.780299, 9.674532, 0.469956, 32.452193, 9.956045, 31.410876, 54.658494
0.116022, 3.069342, 2.136775, 2.069010, 1.405869, 4.591233, 5.727676
3.629100, 0.523929, 0.945991, 2.409358, 1.856544, 6.009574, 8.840993
10.115874, 2.075560, 0.587390, 7.074840, 2.352112, 14.543547, 20.130217
0.313233, 3.245609, 2.359074, 2.093641, 1.242379, 4.801221, 6.008328
0.975611, 2.000411, 0.914313, 2.113299, 3.207750, 6.183772, 7.210973
1.555424, 0.287999, 0.608505, 0.236543, 1.290912, 3.134335, 3.691384
0.086158, 1.942111, 1.707388, 1.100840, 1.410924, 3.439192, 4.305309
0.218992, 0.044134, 0.933008, 0.581531, 1.498391, 1.761517, 3.231923
0.034105, 0.631335, 0.078523, 2.055795, 1.448258, 2.113699, 3.616680
2.046857, 0.706015, 0.923515, 0.819093, 0.677441, 3.430314, 4.466907
0.196654, 0.378470, 1.074864, 0.103121, 1.757940, 2.333064, 3.132579
0.080178, 0.892771, 1.422071, 0.209302, 1.445480, 2.418429, 3.157030
11.395047, 3.659239, 0.784084, 13.716587, 3.986855, 19.041141, 29.882574
0.118425, 0.297423, 0.977812, 0.887329, 1.389923, 1.805772, 3.373490
7.027707, 9.199368, 0.317113, 23.900345, 1.418503, 17.645577, 32.663667
3.454170, 1.596505, 0.526784, 8.152333, 0.872557, 5.923232, 13.005844
0.436632, 3.095358, 2.514646, 1.776761, 1.415829, 4.947820, 6.143868
0.166382, 2.651031, 2.357777, 1.376677, 0.653030, 3.470443, 4.553866
0.151405, 0.587563, 1.130794, 0.238941, 1.558820, 2.297788, 3.079960
5.783520, 2.105865, 0.385213, 6.929722, 0.697871, 8.587256, 13.796325
0.231643, 1.610447, 2.316961, 0.586883, 0.577282, 2.419372, 3.712770
1.966549, 0.128909, 0.778438, 1.866694, 0.754797, 2.850254, 5.366478
0.137422, 0.757829, 2.041035, 1.148180, 0.284788, 1.180039, 3.611425
0.113336, 0.227443, 0.326763, 0.050512, 1.988850, 2.329629, 2.479460
0.293382, 1.874768, 1.421208, 1.140667, 0.850003, 3.018153, 3.705260
1.101892, 2.781071, 1.511830, 2.535678, 3.694568, 7.577532, 8.843968
0.230745, 1.889802, 2.192435, 0.731876, 1.264726, 3.385273, 4.419782
7.773369, 1.826700, 0.236444, 5.828259, 0.722010, 10.322078, 14.560082
1.667546, 0.927405, 1.661509, 4.602294, 2.350562, 4.945513, 10.281912
0.394716, 1.063502, 1.639893, 0.218843, 1.651918, 3.110136, 3.905371
0.120593, 0.259836, 0.203057, 0.284249, 2.065978, 2.446407, 2.673877
0.382590, 1.823333, 1.621953, 1.074720, 2.052792, 4.258714, 5.132055
2.619382, 5.026176, 0.472088, 9.664825, 1.683760, 9.329317, 14.440055
0.189657, 1.283565, 0.958023, 0.796693, 1.485919, 2.959141, 3.430292
6.696913, 2.878921, 0.474864, 10.473344, 2.350419, 11.926253, 19.995540
0.865664, 0.920805, 1.651866, 0.579375, 0.881023, 2.667491, 3.977929
0.277961, 0.714520, 0.284541, 0.634733, 1.772268, 2.764749, 2.969504
0.508480, 0.880605, 1.798000, 0.746544, 0.455238, 1.844322, 3.508261
0.570423, 0.814658, 1.424446, 0.795514, 0.526413, 1.911494, 3.316796
0.529620, 1.254379, 1.104478, 0.739925, 1.517148, 3.301147, 3.891172
0.102017, 0.778270, 1.706343, 0.097937, 0.828999, 1.709286, 2.735296
0.099568, 0.348302, 1.222267, 0.207540, 1.260895, 1.708764, 2.790270
0.563111, 0.211848, 1.563787, 3.172970, 0.893081, 1.668040, 6.192950
9.216610, 1.995062, 1.421478, 10.419323, 7.898138, 19.109810, 28.955549
0.023294, 1.246728, 1.792136, 0.397804, 1.164028, 2.434050, 3.377261
0.118342, 1.473279, 1.263782, 0.816891, 1.590165, 3.181786, 3.789180
0.233482, 2.689961, 1.671098, 1.956076, 1.298490, 4.221934, 5.159147
0.655620, 0.800237, 0.450253, 0.774706, 1.754507, 3.210364, 3.635086
3.653759, 1.786305, 0.617159, 9.258447, 1.413805, 6.853870, 14.943170
1.840830, 0.648837, 1.475904, 1.433562, 0.957142, 3.446809, 5.707438
1.672201, 3.165381, 1.232719, 3.665239, 4.145272, 8.982855, 10.715431
1.606983, 1.275939, 0.547438, 6.359349, 0.693352, 3.576273, 9.207121
1.015566, 0.684038, 1.079872, 0.737866, 0.824232, 2.523836, 3.657536
1.060836, 3.739322, 1.920703, 3.304124, 3.437091, 8.237250, 9.722754
0.273115, 0.842413, 0.424278, 2.620528, 1.514791, 2.630319, 4.832712
1.140529, 2.450948, 1.263815, 2.408006, 2.981288, 6.572765, 7.793637
0.260748, 2.243622, 1.917966, 1.220376, 1.153224, 3.657594, 4.552313
7.542250, 3.697231, 0.382768, 12.390842, 1.263318, 12.502799, 21.579177
1.178187, 1.497930, 2.222039, 0.571092, 1.005869, 3.681986, 4.977187
0.115993, 1.925742, 1.769471, 0.984043, 0.868533, 2.910268, 3.738040
0.220687, 1.024820, 1.607478, 0.248839, 0.786948, 2.032455, 2.863952
0.987523, 1.022215, 1.619864, 0.491564, 0.689558, 2.699295, 3.788509
0.406615, 0.610354, 0.528497, 4.301253, 0.392150, 1.409119, 5.628514
1.762984, 0.638211, 1.175544, 0.857612, 0.593273, 2.994468, 4.389412
2.563829, 0.749279, 1.066711, 4.583332, 0.509475, 3.822584, 8.723348
0.741105, 3.005590, 1.331699, 3.166782, 3.317260, 7.063955, 8.556846
0.466640, 0.584371, 0.920561, 0.196111, 1.391124, 2.442134, 2.974436
1.987477, 1.010382, 1.442259, 0.480757, 0.797661, 3.795521, 4.708155
1.415278, 0.503778, 0.204189, 1.520939, 1.518326, 3.437383, 4.658732
3.296161, 0.725479, 1.073468, 0.664391, 1.237170, 5.258809, 6.271190
0.117682, 0.016894, 1.553054, 1.257464, 0.613250, 0.747826, 3.541450
3.131332, 0.389457, 1.175516, 2.424902, 0.887527, 4.408316, 7.619278
3.750607, 2.720826, 0.861720, 11.120488, 1.926963, 8.398396, 17.659778
3.588956, 0.535963, 0.716430, 1.300016, 0.440157, 4.565076, 6.045558
0.214932, 0.528865, 0.173253, 1.313363, 2.268895, 3.012693, 3.970444
2.895483, 0.048514, 0.409955, 0.157963, 1.099883, 4.043879, 4.563284
0.576298, 0.697797, 0.228588, 2.306240, 1.254194, 2.528289, 4.365320
0.432288, 0.977314, 0.402508, 5.284521, 0.836074, 2.245676, 6.955391
0.120670, 1.644335, 1.040769, 1.339225, 1.841450, 3.606456, 4.342114
1.640469, 0.544786, 1.619442, 1.744319, 0.578892, 2.764146, 5.583121
0.155516, 1.851773, 1.837294, 0.875428, 1.695818, 3.703106, 4.564056
1.778665, 2.697138, 0.226277, 10.902312, 0.689407, 5.165211, 13.596662
0.303683, 0.428133, 1.174536, 0.020778, 1.622012, 2.353828, 3.121010
0.154138, 0.292008, 0.437393, 0.203394, 1.794444, 2.240590, 2.589369
15.834378, 20.901255, 0.385006, 54.016460, 5.752799, 42.488431, 75.988642
